SampID,date,type,cruise,exp,treatment,rep,Compound,Area,Fragment_mz
230921_Smp_RC104_UCH1_GBT_A,230921,Smp,RC104,UCH1,GBT,A,D3-Homarine,276163552,78.0399
230921_Smp_RC104_UCH1_GBT_B,230921,Smp,RC104,UCH1,GBT,B,D3-Homarine,223922032,78.0399
230921_Smp_RC104_UCH1_GBT_C,230921,Smp,RC104,UCH1,GBT,C,D3-Homarine,291918016,78.0399
230921_Smp_RC104_UCH1_Gluc_A,230921,Smp,RC104,UCH1,Gluc,A,D3-Homarine,466273280,78.0399
230921_Smp_RC104_UCH1_Gluc_B,230921,Smp,RC104,UCH1,Gluc,B,D3-Homarine,474966368,78.0399
230921_Smp_RC104_UCH1_Gluc_C,230921,Smp,RC104,UCH1,Gluc,C,D3-Homarine,453889984,78.0399
230921_Smp_RC104_UCH1_Hom_A,230921,Smp,RC104,UCH1,Hom,A,D3-Homarine,289062592,78.0399
230921_Smp_RC104_UCH1_Hom_B,230921,Smp,RC104,UCH1,Hom,B,D3-Homarine,224382864,78.0399
230921_Smp_RC104_UCH1_Hom_C,230921,Smp,RC104,UCH1,Hom,C,D3-Homarine,270758944,78.0399
230921_Smp_RC104_UCH1_TMAO_A,230921,Smp,RC104,UCH1,TMAO,A,D3-Homarine,431582528,78.0399
230921_Smp_RC104_UCH1_TMAO_B,230921,Smp,RC104,UCH1,TMAO,B,D3-Homarine,337299104,78.0399
230921_Smp_RC104_UCH1_TMAO_C,230921,Smp,RC104,UCH1,TMAO,C,D3-Homarine,407074112,78.0399
230921_Smp_RC104_UCH1_Trig_A,230921,Smp,RC104,UCH1,Trig,A,D3-Homarine,285270784,78.0399
230921_Smp_RC104_UCH1_Trig_B,230921,Smp,RC104,UCH1,Trig,B,D3-Homarine,360650272,78.0399
230921_Smp_RC104_UCH1_Trig_C,230921,Smp,RC104,UCH1,Trig,C,D3-Homarine,283400320,78.0399
230921_Smp_RC104_UKH1_0nM_A,230921,Smp,RC104,UKH1,0nM,A,D3-Homarine,2752228,78.0399
230921_Smp_RC104_UKH1_0nM_B,230921,Smp,RC104,UKH1,0nM,B,D3-Homarine,1903933,78.0399
230921_Smp_RC104_UKH1_0nM_C,230921,Smp,RC104,UKH1,0nM,C,D3-Homarine,2979911,78.0399
230921_Smp_RC104_UKH1_10nM_A,230921,Smp,RC104,UKH1,10nM,A,D3-Homarine,140582000,78.0399
230921_Smp_RC104_UKH1_10nM_B,230921,Smp,RC104,UKH1,10nM,B,D3-Homarine,180799168,78.0399
230921_Smp_RC104_UKH1_10nM_C,230921,Smp,RC104,UKH1,10nM,C,D3-Homarine,149779040,78.0399
230921_Smp_RC104_UKH1_100nM_A,230921,Smp,RC104,UKH1,100nM,A,D3-Homarine,559289216,78.0399
230921_Smp_RC104_UKH1_100nM_B,230921,Smp,RC104,UKH1,100nM,B,D3-Homarine,411011232,78.0399
230921_Smp_RC104_UKH1_100nM_C,230921,Smp,RC104,UKH1,100nM,C,D3-Homarine,607591296,78.0399
230921_Smp_RC104_UKH1_250nM_A,230921,Smp,RC104,UKH1,250nM,A,D3-Homarine,964637120,78.0399
230921_Smp_RC104_UKH1_250nM_B,230921,Smp,RC104,UKH1,250nM,B,D3-Homarine,928922432,78.0399
230921_Smp_RC104_UKH1_250nM_Blk,230921,Smp,RC104,UKH1,250nM,Blk,D3-Homarine,244090288,78.0399
230921_Smp_RC104_UKH1_250nM_C,230921,Smp,RC104,UKH1,250nM,C,D3-Homarine,965863488,78.0399
230921_Smp_RC104_UKH1_1000nM_A,230921,Smp,RC104,UKH1,1000nM,A,D3-Homarine,1847223808,78.0399
230921_Smp_RC104_UKH1_1000nM_B,230921,Smp,RC104,UKH1,1000nM,B,D3-Homarine,1910821504,78.0399
230921_Smp_RC104_UKH1_1000nM_Blk,230921,Smp,RC104,UKH1,1000nM,Blk,D3-Homarine,941624320,78.0399
230921_Smp_RC104_UKH1_1000nM_C,230921,Smp,RC104,UKH1,1000nM,C,D3-Homarine,1714366208,78.0399
230921_Smp_RC104_UKH1_2000nM_A,230921,Smp,RC104,UKH1,2000nM,A,D3-Homarine,2421913600,78.0399
230921_Smp_RC104_UKH1_2000nM_B,230921,Smp,RC104,UKH1,2000nM,B,D3-Homarine,2316093952,78.0399
230921_Smp_RC104_UKH1_2000nM_Blk,230921,Smp,RC104,UKH1,2000nM,Blk,D3-Homarine,1596549248,78.0399
230921_Smp_RC104_UKH1_2000nM_C,230921,Smp,RC104,UKH1,2000nM,C,D3-Homarine,2814817792,78.0399
230921_Smp_RC104_UKH1_3000nM_A,230921,Smp,RC104,UKH1,3000nM,A,D3-Homarine,3762823936,78.0399
230921_Smp_RC104_UKH1_3000nM_B,230921,Smp,RC104,UKH1,3000nM,B,D3-Homarine,1913801600,78.0399
230921_Smp_RC104_UKH1_3000nM_Blk,230921,Smp,RC104,UKH1,3000nM,Blk,D3-Homarine,734141696,78.0399
230921_Smp_RC104_UKH1_3000nM_C,230921,Smp,RC104,UKH1,3000nM,C,D3-Homarine,3227697664,78.0399
230921_Smp_TN412_UKG_0nM_A,230921,Smp,TN412,UKG,0nM,A,13C-15N Glycine betaine,6909965,62.8977
230921_Smp_TN412_UKG_0nM_B,230921,Smp,TN412,UKG,0nM,B,13C-15N Glycine betaine,3632435,62.8977
230921_Smp_TN412_UKG_0nM_C,230921,Smp,TN412,UKG,0nM,C,13C-15N Glycine betaine,2478580,62.8977
230921_Smp_TN412_UKG_2nM_A,230921,Smp,TN412,UKG,2nM,A,13C-15N Glycine betaine,650432256,62.8977
230921_Smp_TN412_UKG_2nM_B,230921,Smp,TN412,UKG,2nM,B,13C-15N Glycine betaine,724891712,62.8977
230921_Smp_TN412_UKG_2nM_C,230921,Smp,TN412,UKG,2nM,C,13C-15N Glycine betaine,854585280,62.8977
230921_Smp_TN412_UKG_5nM_A,230921,Smp,TN412,UKG,5nM,A,13C-15N Glycine betaine,1153175040,62.8977
230921_Smp_TN412_UKG_5nM_B,230921,Smp,TN412,UKG,5nM,B,13C-15N Glycine betaine,1042947968,62.8977
230921_Smp_TN412_UKG_5nM_blk,230921,Smp,TN412,UKG,5nM,blk,13C-15N Glycine betaine,13279630,62.8977
230921_Smp_TN412_UKG_5nM_C,230921,Smp,TN412,UKG,5nM,C,13C-15N Glycine betaine,1199315072,62.8977
230921_Smp_TN412_UKG_10nM_A,230921,Smp,TN412,UKG,10nM,A,13C-15N Glycine betaine,1473648384,62.8977
230921_Smp_TN412_UKG_10nM_B,230921,Smp,TN412,UKG,10nM,B,13C-15N Glycine betaine,1274739200,62.8977
230921_Smp_TN412_UKG_10nM_C,230921,Smp,TN412,UKG,10nM,C,13C-15N Glycine betaine,1466160000,62.8977
230921_Smp_TN412_UKG_50nM_A,230921,Smp,TN412,UKG,50nM,A,13C-15N Glycine betaine,1713532416,62.8977
230921_Smp_TN412_UKG_50nM_B,230921,Smp,TN412,UKG,50nM,B,13C-15N Glycine betaine,1449042304,62.8977
230921_Smp_TN412_UKG_50nM_blk,230921,Smp,TN412,UKG,50nM,blk,13C-15N Glycine betaine,45565984,62.8977
230921_Smp_TN412_UKG_50nM_C,230921,Smp,TN412,UKG,50nM,C,13C-15N Glycine betaine,1831801984,62.8977
230921_Smp_TN412_UKG_200nM_A,230921,Smp,TN412,UKG,200nM,A,13C-15N Glycine betaine,2221447168,62.8977
230921_Smp_TN412_UKG_200nM_B,230921,Smp,TN412,UKG,200nM,B,13C-15N Glycine betaine,2388487936,62.8977
230921_Smp_TN412_UKG_200nM_C,230921,Smp,TN412,UKG,200nM,C,13C-15N Glycine betaine,2694002688,62.8977
230921_Smp_TN412_UKG_1000nM_A,230921,Smp,TN412,UKG,1000nM,A,13C-15N Glycine betaine,2636793600,62.8977
230921_Smp_TN412_UKG_1000nM_B,230921,Smp,TN412,UKG,1000nM,B,13C-15N Glycine betaine,2532571904,62.8977
230921_Smp_TN412_UKG_1000nM_blk,230921,Smp,TN412,UKG,1000nM,blk,13C-15N Glycine betaine,480277376,62.8977
230921_Smp_TN412_UKG_1000nM_C,230921,Smp,TN412,UKG,1000nM,C,13C-15N Glycine betaine,2572153600,62.8977
230921_Smp_RC078_UKG1_0nM_A,230921,Smp,RC078,UKG1,0nM,A,13C-15N Glycine betaine,5084523,62.8977
230921_Smp_RC078_UKG1_0nM_B,230921,Smp,RC078,UKG1,0nM,B,13C-15N Glycine betaine,1712400,62.8977
230921_Smp_RC078_UKG1_0nM_C,230921,Smp,RC078,UKG1,0nM,C,13C-15N Glycine betaine,973318,62.8977
230921_Smp_RC078_UKG1_10nM_A,230921,Smp,RC078,UKG1,10nM,A,13C-15N Glycine betaine,122843680,62.8977
230921_Smp_RC078_UKG1_10nM_B,230921,Smp,RC078,UKG1,10nM,B,13C-15N Glycine betaine,125703976,62.8977
230921_Smp_RC078_UKG1_10nM_C,230921,Smp,RC078,UKG1,10nM,C,13C-15N Glycine betaine,110228768,62.8977
230921_Smp_RC078_UKG1_50nM_A,230921,Smp,RC078,UKG1,50nM,A,13C-15N Glycine betaine,369878976,62.8977
230921_Smp_RC078_UKG1_50nM_B,230921,Smp,RC078,UKG1,50nM,B,13C-15N Glycine betaine,402932512,62.8977
230921_Smp_RC078_UKG1_50nM_C,230921,Smp,RC078,UKG1,50nM,C,13C-15N Glycine betaine,366469792,62.8977
230921_Smp_RC078_UKG1_200nM_A,230921,Smp,RC078,UKG1,200nM,A,13C-15N Glycine betaine,807256192,62.8977
230921_Smp_RC078_UKG1_200nM_B,230921,Smp,RC078,UKG1,200nM,B,13C-15N Glycine betaine,809284352,62.8977
230921_Smp_RC078_UKG1_200nM_C,230921,Smp,RC078,UKG1,200nM,C,13C-15N Glycine betaine,654305216,62.8977
230921_Smp_RC078_UKG1_500nM_A,230921,Smp,RC078,UKG1,500nM,A,13C-15N Glycine betaine,1034379712,62.8977
230921_Smp_RC078_UKG1_500nM_B,230921,Smp,RC078,UKG1,500nM,B,13C-15N Glycine betaine,1109435008,62.8977
230921_Smp_RC078_UKG1_500nM_C,230921,Smp,RC078,UKG1,500nM,C,13C-15N Glycine betaine,1076626304,62.8977
230921_Smp_RC078_UKG1_1000nM_A,230921,Smp,RC078,UKG1,1000nM,A,13C-15N Glycine betaine,1017039424,62.8977
230921_Smp_RC078_UKG1_1000nM_B,230921,Smp,RC078,UKG1,1000nM,B,13C-15N Glycine betaine,1257044992,62.8977
230921_Smp_RC078_UKG1_1000nM_C,230921,Smp,RC078,UKG1,1000nM,C,13C-15N Glycine betaine,1174036608,62.8977
230921_Smp_RC078_UKG1_2000nM_A,230921,Smp,RC078,UKG1,2000nM,A,13C-15N Glycine betaine,1415586560,62.8977
230921_Smp_RC078_UKG1_2000nM_B,230921,Smp,RC078,UKG1,2000nM,B,13C-15N Glycine betaine,1344081920,62.8977
230921_Smp_RC078_UKG1_2000nM_C,230921,Smp,RC078,UKG1,2000nM,C,13C-15N Glycine betaine,1565639424,62.8977
230921_Smp_RC078_UKG1_5000nM_A,230921,Smp,RC078,UKG1,5000nM,A,13C-15N Glycine betaine,1726790144,62.8977
230921_Smp_RC104_UKG1_ 0nM_A,230921,Smp,RC104,UKG1,0nM,A,13C-15N Glycine betaine,1210575,62.8977
230921_Smp_RC104_UKG1_ 0nM_B,230921,Smp,RC104,UKG1,0nM,B,13C-15N Glycine betaine,660441,62.8977
230921_Smp_RC104_UKG1_ 0nM_C,230921,Smp,RC104,UKG1,0nM,C,13C-15N Glycine betaine,512523,62.8977
230921_Smp_RC104_UKG1_10nM_A,230921,Smp,RC104,UKG1,10nM,A,13C-15N Glycine betaine,58294552,62.8977
230921_Smp_RC104_UKG1_10nM_B,230921,Smp,RC104,UKG1,10nM,B,13C-15N Glycine betaine,63294308,62.8977
230921_Smp_RC104_UKG1_10nM_C,230921,Smp,RC104,UKG1,10nM,C,13C-15N Glycine betaine,67480944,62.8977
230921_Smp_RC104_UKG1_100nM_A,230921,Smp,RC104,UKG1,100nM,A,13C-15N Glycine betaine,275186720,62.8977
230921_Smp_RC104_UKG1_100nM_B,230921,Smp,RC104,UKG1,100nM,B,13C-15N Glycine betaine,206771024,62.8977
230921_Smp_RC104_UKG1_100nM_C,230921,Smp,RC104,UKG1,100nM,C,13C-15N Glycine betaine,211428720,62.8977
230921_Smp_RC104_UKG1_250nM_A,230921,Smp,RC104,UKG1,250nM,A,13C-15N Glycine betaine,263255120,62.8977
230921_Smp_RC104_UKG1_250nM_B,230921,Smp,RC104,UKG1,250nM,B,13C-15N Glycine betaine,257200816,62.8977
230921_Smp_RC104_UKG1_250nM_Blk,230921,Smp,RC104,UKG1,250nM,Blk,13C-15N Glycine betaine,28708098,62.8977
230921_Smp_RC104_UKG1_250nM_C,230921,Smp,RC104,UKG1,250nM,C,13C-15N Glycine betaine,281505376,62.8977
230921_Smp_RC104_UKG1_500nM_A,230921,Smp,RC104,UKG1,500nM,A,13C-15N Glycine betaine,278130656,62.8977
230921_Smp_RC104_UKG1_500nM_B,230921,Smp,RC104,UKG1,500nM,B,13C-15N Glycine betaine,204242864,62.8977
230921_Smp_RC104_UKG1_500nM_Blk,230921,Smp,RC104,UKG1,500nM,Blk,13C-15N Glycine betaine,63235988,62.8977
230921_Smp_RC104_UKG1_500nM_C,230921,Smp,RC104,UKG1,500nM,C,13C-15N Glycine betaine,342646144,62.8977
230921_Smp_RC104_UKG1_1000nM_A,230921,Smp,RC104,UKG1,1000nM,A,13C-15N Glycine betaine,352465568,62.8977
230921_Smp_RC104_UKG1_1000nM_B,230921,Smp,RC104,UKG1,1000nM,B,13C-15N Glycine betaine,372297888,62.8977
230921_Smp_RC104_UKG1_1000nM_Blk,230921,Smp,RC104,UKG1,1000nM,Blk,13C-15N Glycine betaine,101741200,62.8977
230921_Smp_RC104_UKG1_1000nM_C,230921,Smp,RC104,UKG1,1000nM,C,13C-15N Glycine betaine,382181888,62.8977
230921_Smp_RC104_UKG1_3000nM_A,230921,Smp,RC104,UKG1,3000nM,A,13C-15N Glycine betaine,610168640,62.8977
230921_Smp_RC104_UKG1_3000nM_B,230921,Smp,RC104,UKG1,3000nM,B,13C-15N Glycine betaine,314473888,62.8977
230921_Smp_RC104_UKG1_3000nM_Blk,230921,Smp,RC104,UKG1,3000nM,Blk,13C-15N Glycine betaine,242960896,62.8977
230921_Smp_RC104_UKG1_3000nM_C,230921,Smp,RC104,UKG1,3000nM,C,13C-15N Glycine betaine,649758784,62.8977
230921_Smp_TN412_UKG_0nM_A,230921,Smp,TN412,UKG,0nM,A,13C-15N Glycine betaine,555500,45.1882
230921_Smp_TN412_UKG_0nM_B,230921,Smp,TN412,UKG,0nM,B,13C-15N Glycine betaine,377918,45.1882
230921_Smp_TN412_UKG_0nM_C,230921,Smp,TN412,UKG,0nM,C,13C-15N Glycine betaine,324283,45.1882
230921_Smp_TN412_UKG_2nM_A,230921,Smp,TN412,UKG,2nM,A,13C-15N Glycine betaine,4258858,45.1882
230921_Smp_TN412_UKG_2nM_B,230921,Smp,TN412,UKG,2nM,B,13C-15N Glycine betaine,4899798,45.1882
230921_Smp_TN412_UKG_2nM_C,230921,Smp,TN412,UKG,2nM,C,13C-15N Glycine betaine,5687336,45.1882
230921_Smp_TN412_UKG_5nM_A,230921,Smp,TN412,UKG,5nM,A,13C-15N Glycine betaine,7441542,45.1882
230921_Smp_TN412_UKG_5nM_B,230921,Smp,TN412,UKG,5nM,B,13C-15N Glycine betaine,6427611,45.1882
230921_Smp_TN412_UKG_5nM_blk,230921,Smp,TN412,UKG,5nM,blk,13C-15N Glycine betaine,100379,45.1882
230921_Smp_TN412_UKG_5nM_C,230921,Smp,TN412,UKG,5nM,C,13C-15N Glycine betaine,7470632,45.1882
230921_Smp_TN412_UKG_10nM_A,230921,Smp,TN412,UKG,10nM,A,13C-15N Glycine betaine,10001907,45.1882
230921_Smp_TN412_UKG_10nM_B,230921,Smp,TN412,UKG,10nM,B,13C-15N Glycine betaine,8500462,45.1882
230921_Smp_TN412_UKG_10nM_C,230921,Smp,TN412,UKG,10nM,C,13C-15N Glycine betaine,9702439,45.1882
230921_Smp_TN412_UKG_50nM_A,230921,Smp,TN412,UKG,50nM,A,13C-15N Glycine betaine,11367276,45.1882
230921_Smp_TN412_UKG_50nM_B,230921,Smp,TN412,UKG,50nM,B,13C-15N Glycine betaine,8726228,45.1882
230921_Smp_TN412_UKG_50nM_blk,230921,Smp,TN412,UKG,50nM,blk,13C-15N Glycine betaine,301180,45.1882
230921_Smp_TN412_UKG_50nM_C,230921,Smp,TN412,UKG,50nM,C,13C-15N Glycine betaine,11666759,45.1882
230921_Smp_TN412_UKG_200nM_A,230921,Smp,TN412,UKG,200nM,A,13C-15N Glycine betaine,14421193,45.1882
230921_Smp_TN412_UKG_200nM_B,230921,Smp,TN412,UKG,200nM,B,13C-15N Glycine betaine,15641052,45.1882
230921_Smp_TN412_UKG_200nM_C,230921,Smp,TN412,UKG,200nM,C,13C-15N Glycine betaine,17282116,45.1882
230921_Smp_TN412_UKG_1000nM_A,230921,Smp,TN412,UKG,1000nM,A,13C-15N Glycine betaine,16490118,45.1882
230921_Smp_TN412_UKG_1000nM_B,230921,Smp,TN412,UKG,1000nM,B,13C-15N Glycine betaine,16450214,45.1882
230921_Smp_TN412_UKG_1000nM_blk,230921,Smp,TN412,UKG,1000nM,blk,13C-15N Glycine betaine,2724773,45.1882
230921_Smp_TN412_UKG_1000nM_C,230921,Smp,TN412,UKG,1000nM,C,13C-15N Glycine betaine,16302642,45.1882
230921_Smp_RC078_UKG1_0nM_A,230921,Smp,RC078,UKG1,0nM,A,13C-15N Glycine betaine,1520840,45.1882
230921_Smp_RC078_UKG1_0nM_B,230921,Smp,RC078,UKG1,0nM,B,13C-15N Glycine betaine,2390016,45.1882
230921_Smp_RC078_UKG1_0nM_C,230921,Smp,RC078,UKG1,0nM,C,13C-15N Glycine betaine,1856207,45.1882
230921_Smp_RC078_UKG1_10nM_A,230921,Smp,RC078,UKG1,10nM,A,13C-15N Glycine betaine,2639692,45.1882
230921_Smp_RC078_UKG1_10nM_B,230921,Smp,RC078,UKG1,10nM,B,13C-15N Glycine betaine,2628559,45.1882
230921_Smp_RC078_UKG1_10nM_C,230921,Smp,RC078,UKG1,10nM,C,13C-15N Glycine betaine,2198685,45.1882
230921_Smp_RC078_UKG1_50nM_A,230921,Smp,RC078,UKG1,50nM,A,13C-15N Glycine betaine,4068785,45.1882
230921_Smp_RC078_UKG1_50nM_B,230921,Smp,RC078,UKG1,50nM,B,13C-15N Glycine betaine,4412540,45.1882
230921_Smp_RC078_UKG1_50nM_C,230921,Smp,RC078,UKG1,50nM,C,13C-15N Glycine betaine,3790725,45.1882
230921_Smp_RC078_UKG1_200nM_A,230921,Smp,RC078,UKG1,200nM,A,13C-15N Glycine betaine,7003613,45.1882
230921_Smp_RC078_UKG1_200nM_B,230921,Smp,RC078,UKG1,200nM,B,13C-15N Glycine betaine,7230741,45.1882
230921_Smp_RC078_UKG1_200nM_C,230921,Smp,RC078,UKG1,200nM,C,13C-15N Glycine betaine,5391051,45.1882
230921_Smp_RC078_UKG1_500nM_A,230921,Smp,RC078,UKG1,500nM,A,13C-15N Glycine betaine,8414330,45.1882
230921_Smp_RC078_UKG1_500nM_B,230921,Smp,RC078,UKG1,500nM,B,13C-15N Glycine betaine,8382168,45.1882
230921_Smp_RC078_UKG1_500nM_C,230921,Smp,RC078,UKG1,500nM,C,13C-15N Glycine betaine,8554121,45.1882
230921_Smp_RC078_UKG1_1000nM_A,230921,Smp,RC078,UKG1,1000nM,A,13C-15N Glycine betaine,7815745,45.1882
230921_Smp_RC078_UKG1_1000nM_B,230921,Smp,RC078,UKG1,1000nM,B,13C-15N Glycine betaine,10571736,45.1882
230921_Smp_RC078_UKG1_1000nM_C,230921,Smp,RC078,UKG1,1000nM,C,13C-15N Glycine betaine,9026169,45.1882
230921_Smp_RC078_UKG1_2000nM_A,230921,Smp,RC078,UKG1,2000nM,A,13C-15N Glycine betaine,11234447,45.1882
230921_Smp_RC078_UKG1_2000nM_B,230921,Smp,RC078,UKG1,2000nM,B,13C-15N Glycine betaine,10119136,45.1882
230921_Smp_RC078_UKG1_2000nM_C,230921,Smp,RC078,UKG1,2000nM,C,13C-15N Glycine betaine,11640681,45.1882
230921_Smp_RC078_UKG1_5000nM_A,230921,Smp,RC078,UKG1,5000nM,A,13C-15N Glycine betaine,12577430,45.1882
230921_Smp_RC104_UKG1_ 0nM_A,230921,Smp,RC104,UKG1,0nM,A,13C-15N Glycine betaine,106105,45.1882
230921_Smp_RC104_UKG1_ 0nM_B,230921,Smp,RC104,UKG1,0nM,B,13C-15N Glycine betaine,85768,45.1882
230921_Smp_RC104_UKG1_ 0nM_C,230921,Smp,RC104,UKG1,0nM,C,13C-15N Glycine betaine,88648,45.1882
230921_Smp_RC104_UKG1_10nM_A,230921,Smp,RC104,UKG1,10nM,A,13C-15N Glycine betaine,545303,45.1882
230921_Smp_RC104_UKG1_10nM_B,230921,Smp,RC104,UKG1,10nM,B,13C-15N Glycine betaine,514128,45.1882
230921_Smp_RC104_UKG1_10nM_C,230921,Smp,RC104,UKG1,10nM,C,13C-15N Glycine betaine,599761,45.1882
230921_Smp_RC104_UKG1_100nM_A,230921,Smp,RC104,UKG1,100nM,A,13C-15N Glycine betaine,1763430,45.1882
230921_Smp_RC104_UKG1_100nM_B,230921,Smp,RC104,UKG1,100nM,B,13C-15N Glycine betaine,1295409,45.1882
230921_Smp_RC104_UKG1_100nM_C,230921,Smp,RC104,UKG1,100nM,C,13C-15N Glycine betaine,1273410,45.1882
230921_Smp_RC104_UKG1_250nM_A,230921,Smp,RC104,UKG1,250nM,A,13C-15N Glycine betaine,1715783,45.1882
230921_Smp_RC104_UKG1_250nM_B,230921,Smp,RC104,UKG1,250nM,B,13C-15N Glycine betaine,1682608,45.1882
230921_Smp_RC104_UKG1_250nM_Blk,230921,Smp,RC104,UKG1,250nM,Blk,13C-15N Glycine betaine,177840,45.1882
230921_Smp_RC104_UKG1_250nM_C,230921,Smp,RC104,UKG1,250nM,C,13C-15N Glycine betaine,1781646,45.1882
230921_Smp_RC104_UKG1_500nM_A,230921,Smp,RC104,UKG1,500nM,A,13C-15N Glycine betaine,1689983,45.1882
230921_Smp_RC104_UKG1_500nM_B,230921,Smp,RC104,UKG1,500nM,B,13C-15N Glycine betaine,1311159,45.1882
230921_Smp_RC104_UKG1_500nM_Blk,230921,Smp,RC104,UKG1,500nM,Blk,13C-15N Glycine betaine,382152,45.1882
230921_Smp_RC104_UKG1_500nM_C,230921,Smp,RC104,UKG1,500nM,C,13C-15N Glycine betaine,2210539,45.1882
230921_Smp_RC104_UKG1_1000nM_A,230921,Smp,RC104,UKG1,1000nM,A,13C-15N Glycine betaine,2191522,45.1882
230921_Smp_RC104_UKG1_1000nM_B,230921,Smp,RC104,UKG1,1000nM,B,13C-15N Glycine betaine,2268831,45.1882
230921_Smp_RC104_UKG1_1000nM_Blk,230921,Smp,RC104,UKG1,1000nM,Blk,13C-15N Glycine betaine,557829,45.1882
230921_Smp_RC104_UKG1_1000nM_C,230921,Smp,RC104,UKG1,1000nM,C,13C-15N Glycine betaine,2325749,45.1882
230921_Smp_RC104_UKG1_3000nM_A,230921,Smp,RC104,UKG1,3000nM,A,13C-15N Glycine betaine,3760226,45.1882
230921_Smp_RC104_UKG1_3000nM_B,230921,Smp,RC104,UKG1,3000nM,B,13C-15N Glycine betaine,1889100,45.1882
230921_Smp_RC104_UKG1_3000nM_Blk,230921,Smp,RC104,UKG1,3000nM,Blk,13C-15N Glycine betaine,1436693,45.1882
230921_Smp_RC104_UKG1_3000nM_C,230921,Smp,RC104,UKG1,3000nM,C,13C-15N Glycine betaine,3906594,45.1882
