SampID,Cruise,Compound,Fragment_mz,Experiment,Treatment,Replicate,Peak_Area
230921_Smp_RC104_UCH1_GBT_C,RC104,D3-Homarine,78.0399,UCH1,GBT,C,291918016
230921_Smp_RC104_UCH1_Gluc_A,RC104,D3-Homarine,78.0399,UCH1,Gluc,A,466273280
230921_Smp_RC104_UCH1_Gluc_B,RC104,D3-Homarine,78.0399,UCH1,Gluc,B,474966368
230921_Smp_RC104_UCH1_Gluc_C,RC104,D3-Homarine,78.0399,UCH1,Gluc,C,453889984
230921_Smp_RC104_UCH1_Hom_A,RC104,D3-Homarine,78.0399,UCH1,Hom,A,289062592
230921_Smp_RC104_UCH1_Hom_B,RC104,D3-Homarine,78.0399,UCH1,Hom,B,224382864
230921_Smp_RC104_UCH1_Hom_C,RC104,D3-Homarine,78.0399,UCH1,Hom,C,270758944
230921_Smp_RC104_UCH1_TMAO_A,RC104,D3-Homarine,78.0399,UCH1,TMAO,A,431582528
230921_Smp_RC104_UCH1_TMAO_B,RC104,D3-Homarine,78.0399,UCH1,TMAO,B,337299104
230921_Smp_RC104_UCH1_TMAO_C,RC104,D3-Homarine,78.0399,UCH1,TMAO,C,407074112
230921_Smp_RC104_UCH1_Trig_A,RC104,D3-Homarine,78.0399,UCH1,Trig,A,285270784
230921_Smp_RC104_UCH1_Trig_B,RC104,D3-Homarine,78.0399,UCH1,Trig,B,360650272
230921_Smp_RC104_UCH1_Trig_C,RC104,D3-Homarine,78.0399,UCH1,Trig,C,283400320
230921_Smp_RC104_UKH1_0nM_A,RC104,D3-Homarine,78.0399,UKH1,0nM,A,2752228
230921_Smp_RC104_UKH1_0nM_B,RC104,D3-Homarine,78.0399,UKH1,0nM,B,1903933
230921_Smp_RC104_UKH1_0nM_C,RC104,D3-Homarine,78.0399,UKH1,0nM,C,2979911
230921_Smp_RC104_UKH1_10nM_A,RC104,D3-Homarine,78.0399,UKH1,10nM,A,140582000
230921_Smp_RC104_UKH1_10nM_B,RC104,D3-Homarine,78.0399,UKH1,10nM,B,180799168
230921_Smp_RC104_UKH1_10nM_C,RC104,D3-Homarine,78.0399,UKH1,10nM,C,149779040
230921_Smp_RC104_UKH1_100nM_A,RC104,D3-Homarine,78.0399,UKH1,100nM,A,559289216
230921_Smp_RC104_UKH1_100nM_B,RC104,D3-Homarine,78.0399,UKH1,100nM,B,411011232
230921_Smp_RC104_UKH1_100nM_C,RC104,D3-Homarine,78.0399,UKH1,100nM,C,607591296
230921_Smp_RC104_UKH1_250nM_A,RC104,D3-Homarine,78.0399,UKH1,250nM,A,964637120
230921_Smp_RC104_UKH1_250nM_B,RC104,D3-Homarine,78.0399,UKH1,250nM,B,928922432
230921_Smp_RC104_UKH1_250nM_Blk,RC104,D3-Homarine,78.0399,UKH1,250nM,Blk,244090288
230921_Smp_RC104_UKH1_250nM_C,RC104,D3-Homarine,78.0399,UKH1,250nM,C,965863488
230921_Smp_RC104_UKH1_1000nM_A,RC104,D3-Homarine,78.0399,UKH1,1000nM,A,1847223808
230921_Smp_RC104_UKH1_1000nM_B,RC104,D3-Homarine,78.0399,UKH1,1000nM,B,1910821504
230921_Smp_RC104_UKH1_1000nM_Blk,RC104,D3-Homarine,78.0399,UKH1,1000nM,Blk,941624320
230921_Smp_RC104_UKH1_1000nM_C,RC104,D3-Homarine,78.0399,UKH1,1000nM,C,1714366208
230921_Smp_RC104_UKH1_2000nM_A,RC104,D3-Homarine,78.0399,UKH1,2000nM,A,2421913600
230921_Smp_RC104_UKH1_2000nM_B,RC104,D3-Homarine,78.0399,UKH1,2000nM,B,2316093952
230921_Smp_RC104_UKH1_2000nM_Blk,RC104,D3-Homarine,78.0399,UKH1,2000nM,Blk,1596549248
230921_Smp_RC104_UKH1_2000nM_C,RC104,D3-Homarine,78.0399,UKH1,2000nM,C,2814817792
230921_Smp_RC104_UKH1_3000nM_A,RC104,D3-Homarine,78.0399,UKH1,3000nM,A,3762823936
230921_Smp_RC104_UKH1_3000nM_B,RC104,D3-Homarine,78.0399,UKH1,3000nM,B,1913801600
230921_Smp_RC104_UKH1_3000nM_Blk,RC104,D3-Homarine,78.0399,UKH1,3000nM,Blk,734141696
230921_Smp_RC104_UKH1_3000nM_C,RC104,D3-Homarine,78.0399,UKH1,3000nM,C,3227697664
230921_Smp_TN412_UKG_0nM_A,TN412,13C-15N Glycine betaine,62.8977,UKG,0nM,A,6909965
230921_Smp_TN412_UKG_0nM_B,TN412,13C-15N Glycine betaine,62.8977,UKG,0nM,B,3632435
230921_Smp_TN412_UKG_0nM_C,TN412,13C-15N Glycine betaine,62.8977,UKG,0nM,C,2478580
230921_Smp_TN412_UKG_2nM_A,TN412,13C-15N Glycine betaine,62.8977,UKG,2nM,A,650432256
230921_Smp_TN412_UKG_2nM_B,TN412,13C-15N Glycine betaine,62.8977,UKG,2nM,B,724891712
230921_Smp_TN412_UKG_2nM_C,TN412,13C-15N Glycine betaine,62.8977,UKG,2nM,C,854585280
230921_Smp_TN412_UKG_5nM_A,TN412,13C-15N Glycine betaine,62.8977,UKG,5nM,A,1153175040
230921_Smp_TN412_UKG_5nM_B,TN412,13C-15N Glycine betaine,62.8977,UKG,5nM,B,1042947968
230921_Smp_TN412_UKG_5nM_blk,TN412,13C-15N Glycine betaine,62.8977,UKG,5nM,blk,13279630
230921_Smp_TN412_UKG_5nM_C,TN412,13C-15N Glycine betaine,62.8977,UKG,5nM,C,1199315072
230921_Smp_TN412_UKG_10nM_A,TN412,13C-15N Glycine betaine,62.8977,UKG,10nM,A,1473648384
230921_Smp_TN412_UKG_10nM_B,TN412,13C-15N Glycine betaine,62.8977,UKG,10nM,B,1274739200
230921_Smp_TN412_UKG_10nM_C,TN412,13C-15N Glycine betaine,62.8977,UKG,10nM,C,1466160000
230921_Smp_TN412_UKG_50nM_A,TN412,13C-15N Glycine betaine,62.8977,UKG,50nM,A,1713532416
230921_Smp_TN412_UKG_50nM_B,TN412,13C-15N Glycine betaine,62.8977,UKG,50nM,B,1449042304
230921_Smp_TN412_UKG_50nM_blk,TN412,13C-15N Glycine betaine,62.8977,UKG,50nM,blk,45565984
230921_Smp_TN412_UKG_50nM_C,TN412,13C-15N Glycine betaine,62.8977,UKG,50nM,C,1831801984
230921_Smp_TN412_UKG_200nM_A,TN412,13C-15N Glycine betaine,62.8977,UKG,200nM,A,2221447168
230921_Smp_TN412_UKG_200nM_B,TN412,13C-15N Glycine betaine,62.8977,UKG,200nM,B,2388487936
230921_Smp_TN412_UKG_200nM_C,TN412,13C-15N Glycine betaine,62.8977,UKG,200nM,C,2694002688
230921_Smp_TN412_UKG_1000nM_A,TN412,13C-15N Glycine betaine,62.8977,UKG,1000nM,A,2636793600
230921_Smp_TN412_UKG_1000nM_B,TN412,13C-15N Glycine betaine,62.8977,UKG,1000nM,B,2532571904
230921_Smp_TN412_UKG_1000nM_blk,TN412,13C-15N Glycine betaine,62.8977,UKG,1000nM,blk,480277376
230921_Smp_TN412_UKG_1000nM_C,TN412,13C-15N Glycine betaine,62.8977,UKG,1000nM,C,2572153600
230921_Smp_RC078_UKG1_0nM_A,RC078,13C-15N Glycine betaine,62.8977,UKG1,0nM,A,5084523
230921_Smp_RC078_UKG1_0nM_B,RC078,13C-15N Glycine betaine,62.8977,UKG1,0nM,B,1712400
230921_Smp_RC078_UKG1_0nM_C,RC078,13C-15N Glycine betaine,62.8977,UKG1,0nM,C,973318
230921_Smp_RC078_UKG1_10nM_A,RC078,13C-15N Glycine betaine,62.8977,UKG1,10nM,A,122843680
230921_Smp_RC078_UKG1_10nM_B,RC078,13C-15N Glycine betaine,62.8977,UKG1,10nM,B,125703976
230921_Smp_RC078_UKG1_10nM_C,RC078,13C-15N Glycine betaine,62.8977,UKG1,10nM,C,110228768
230921_Smp_RC078_UKG1_50nM_A,RC078,13C-15N Glycine betaine,62.8977,UKG1,50nM,A,369878976
230921_Smp_RC078_UKG1_50nM_B,RC078,13C-15N Glycine betaine,62.8977,UKG1,50nM,B,402932512
230921_Smp_RC078_UKG1_50nM_C,RC078,13C-15N Glycine betaine,62.8977,UKG1,50nM,C,366469792
230921_Smp_RC078_UKG1_200nM_A,RC078,13C-15N Glycine betaine,62.8977,UKG1,200nM,A,807256192
230921_Smp_RC078_UKG1_200nM_B,RC078,13C-15N Glycine betaine,62.8977,UKG1,200nM,B,809284352
230921_Smp_RC078_UKG1_200nM_C,RC078,13C-15N Glycine betaine,62.8977,UKG1,200nM,C,654305216
230921_Smp_RC078_UKG1_500nM_A,RC078,13C-15N Glycine betaine,62.8977,UKG1,500nM,A,1034379712
230921_Smp_RC078_UKG1_500nM_B,RC078,13C-15N Glycine betaine,62.8977,UKG1,500nM,B,1109435008
230921_Smp_RC078_UKG1_500nM_C,RC078,13C-15N Glycine betaine,62.8977,UKG1,500nM,C,1076626304
230921_Smp_RC078_UKG1_1000nM_A,RC078,13C-15N Glycine betaine,62.8977,UKG1,1000nM,A,1017039424
230921_Smp_RC078_UKG1_1000nM_B,RC078,13C-15N Glycine betaine,62.8977,UKG1,1000nM,B,1257044992
230921_Smp_RC078_UKG1_1000nM_C,RC078,13C-15N Glycine betaine,62.8977,UKG1,1000nM,C,1174036608
230921_Smp_RC078_UKG1_2000nM_A,RC078,13C-15N Glycine betaine,62.8977,UKG1,2000nM,A,1415586560
230921_Smp_RC078_UKG1_2000nM_B,RC078,13C-15N Glycine betaine,62.8977,UKG1,2000nM,B,1344081920
230921_Smp_RC078_UKG1_2000nM_C,RC078,13C-15N Glycine betaine,62.8977,UKG1,2000nM,C,1565639424
230921_Smp_RC078_UKG1_5000nM_A,RC078,13C-15N Glycine betaine,62.8977,UKG1,5000nM,A,1726790144
230921_Smp_RC104_UKG1_ 0nM_A,RC104,13C-15N Glycine betaine,62.8977,UKG1,0nM,A,1210575
230921_Smp_RC104_UKG1_ 0nM_B,RC104,13C-15N Glycine betaine,62.8977,UKG1,0nM,B,660441
230921_Smp_RC104_UKG1_ 0nM_C,RC104,13C-15N Glycine betaine,62.8977,UKG1,0nM,C,512523
230921_Smp_RC104_UKG1_10nM_A,RC104,13C-15N Glycine betaine,62.8977,UKG1,10nM,A,58294552
230921_Smp_RC104_UKG1_10nM_B,RC104,13C-15N Glycine betaine,62.8977,UKG1,10nM,B,63294308
230921_Smp_RC104_UKG1_10nM_C,RC104,13C-15N Glycine betaine,62.8977,UKG1,10nM,C,67480944
230921_Smp_RC104_UKG1_100nM_A,RC104,13C-15N Glycine betaine,62.8977,UKG1,100nM,A,275186720
230921_Smp_RC104_UKG1_100nM_B,RC104,13C-15N Glycine betaine,62.8977,UKG1,100nM,B,206771024
230921_Smp_RC104_UKG1_100nM_C,RC104,13C-15N Glycine betaine,62.8977,UKG1,100nM,C,211428720
230921_Smp_RC104_UKG1_250nM_A,RC104,13C-15N Glycine betaine,62.8977,UKG1,250nM,A,263255120
230921_Smp_RC104_UKG1_250nM_B,RC104,13C-15N Glycine betaine,62.8977,UKG1,250nM,B,257200816
230921_Smp_RC104_UKG1_250nM_Blk,RC104,13C-15N Glycine betaine,62.8977,UKG1,250nM,Blk,28708098
230921_Smp_RC104_UKG1_250nM_C,RC104,13C-15N Glycine betaine,62.8977,UKG1,250nM,C,281505376
230921_Smp_RC104_UKG1_500nM_A,RC104,13C-15N Glycine betaine,62.8977,UKG1,500nM,A,278130656
230921_Smp_RC104_UKG1_500nM_B,RC104,13C-15N Glycine betaine,62.8977,UKG1,500nM,B,204242864
230921_Smp_RC104_UKG1_500nM_Blk,RC104,13C-15N Glycine betaine,62.8977,UKG1,500nM,Blk,63235988
230921_Smp_RC104_UKG1_500nM_C,RC104,13C-15N Glycine betaine,62.8977,UKG1,500nM,C,342646144
230921_Smp_RC104_UKG1_1000nM_A,RC104,13C-15N Glycine betaine,62.8977,UKG1,1000nM,A,352465568
230921_Smp_RC104_UKG1_1000nM_B,RC104,13C-15N Glycine betaine,62.8977,UKG1,1000nM,B,372297888
230921_Smp_RC104_UKG1_1000nM_Blk,RC104,13C-15N Glycine betaine,62.8977,UKG1,1000nM,Blk,101741200
230921_Smp_RC104_UKG1_1000nM_C,RC104,13C-15N Glycine betaine,62.8977,UKG1,1000nM,C,382181888
230921_Smp_RC104_UKG1_3000nM_A,RC104,13C-15N Glycine betaine,62.8977,UKG1,3000nM,A,610168640
230921_Smp_RC104_UKG1_3000nM_B,RC104,13C-15N Glycine betaine,62.8977,UKG1,3000nM,B,314473888
230921_Smp_RC104_UKG1_3000nM_Blk,RC104,13C-15N Glycine betaine,62.8977,UKG1,3000nM,Blk,242960896
230921_Smp_RC104_UKG1_3000nM_C,RC104,13C-15N Glycine betaine,62.8977,UKG1,3000nM,C,649758784
230921_Smp_TN412_UKG_0nM_A,TN412,13C-15N Glycine betaine,45.1882,UKG,0nM,A,555500
230921_Smp_TN412_UKG_0nM_B,TN412,13C-15N Glycine betaine,45.1882,UKG,0nM,B,377918
230921_Smp_TN412_UKG_0nM_C,TN412,13C-15N Glycine betaine,45.1882,UKG,0nM,C,324283
230921_Smp_TN412_UKG_2nM_A,TN412,13C-15N Glycine betaine,45.1882,UKG,2nM,A,4258858
230921_Smp_TN412_UKG_2nM_B,TN412,13C-15N Glycine betaine,45.1882,UKG,2nM,B,4899798
230921_Smp_TN412_UKG_2nM_C,TN412,13C-15N Glycine betaine,45.1882,UKG,2nM,C,5687336
230921_Smp_TN412_UKG_5nM_A,TN412,13C-15N Glycine betaine,45.1882,UKG,5nM,A,7441542
230921_Smp_TN412_UKG_5nM_B,TN412,13C-15N Glycine betaine,45.1882,UKG,5nM,B,6427611
230921_Smp_TN412_UKG_5nM_blk,TN412,13C-15N Glycine betaine,45.1882,UKG,5nM,blk,100379
230921_Smp_TN412_UKG_5nM_C,TN412,13C-15N Glycine betaine,45.1882,UKG,5nM,C,7470632
230921_Smp_TN412_UKG_10nM_A,TN412,13C-15N Glycine betaine,45.1882,UKG,10nM,A,10001907
230921_Smp_TN412_UKG_10nM_B,TN412,13C-15N Glycine betaine,45.1882,UKG,10nM,B,8500462
230921_Smp_TN412_UKG_10nM_C,TN412,13C-15N Glycine betaine,45.1882,UKG,10nM,C,9702439
230921_Smp_TN412_UKG_50nM_A,TN412,13C-15N Glycine betaine,45.1882,UKG,50nM,A,11367276
230921_Smp_TN412_UKG_50nM_B,TN412,13C-15N Glycine betaine,45.1882,UKG,50nM,B,8726228
230921_Smp_TN412_UKG_50nM_blk,TN412,13C-15N Glycine betaine,45.1882,UKG,50nM,blk,301180
230921_Smp_TN412_UKG_50nM_C,TN412,13C-15N Glycine betaine,45.1882,UKG,50nM,C,11666759
230921_Smp_TN412_UKG_200nM_A,TN412,13C-15N Glycine betaine,45.1882,UKG,200nM,A,14421193
230921_Smp_TN412_UKG_200nM_B,TN412,13C-15N Glycine betaine,45.1882,UKG,200nM,B,15641052
230921_Smp_TN412_UKG_200nM_C,TN412,13C-15N Glycine betaine,45.1882,UKG,200nM,C,17282116
230921_Smp_TN412_UKG_1000nM_A,TN412,13C-15N Glycine betaine,45.1882,UKG,1000nM,A,16490118
230921_Smp_TN412_UKG_1000nM_B,TN412,13C-15N Glycine betaine,45.1882,UKG,1000nM,B,16450214
230921_Smp_TN412_UKG_1000nM_blk,TN412,13C-15N Glycine betaine,45.1882,UKG,1000nM,blk,2724773
230921_Smp_TN412_UKG_1000nM_C,TN412,13C-15N Glycine betaine,45.1882,UKG,1000nM,C,16302642
230921_Smp_RC078_UKG1_0nM_A,RC078,13C-15N Glycine betaine,45.1882,UKG1,0nM,A,1520840
230921_Smp_RC078_UKG1_0nM_B,RC078,13C-15N Glycine betaine,45.1882,UKG1,0nM,B,2390016
230921_Smp_RC078_UKG1_0nM_C,RC078,13C-15N Glycine betaine,45.1882,UKG1,0nM,C,1856207
230921_Smp_RC078_UKG1_10nM_A,RC078,13C-15N Glycine betaine,45.1882,UKG1,10nM,A,2639692
230921_Smp_RC078_UKG1_10nM_B,RC078,13C-15N Glycine betaine,45.1882,UKG1,10nM,B,2628559
230921_Smp_RC078_UKG1_10nM_C,RC078,13C-15N Glycine betaine,45.1882,UKG1,10nM,C,2198685
230921_Smp_RC078_UKG1_50nM_A,RC078,13C-15N Glycine betaine,45.1882,UKG1,50nM,A,4068785
230921_Smp_RC078_UKG1_50nM_B,RC078,13C-15N Glycine betaine,45.1882,UKG1,50nM,B,4412540
230921_Smp_RC078_UKG1_50nM_C,RC078,13C-15N Glycine betaine,45.1882,UKG1,50nM,C,3790725
230921_Smp_RC078_UKG1_200nM_A,RC078,13C-15N Glycine betaine,45.1882,UKG1,200nM,A,7003613
230921_Smp_RC078_UKG1_200nM_B,RC078,13C-15N Glycine betaine,45.1882,UKG1,200nM,B,7230741
230921_Smp_RC078_UKG1_200nM_C,RC078,13C-15N Glycine betaine,45.1882,UKG1,200nM,C,5391051
230921_Smp_RC078_UKG1_500nM_A,RC078,13C-15N Glycine betaine,45.1882,UKG1,500nM,A,8414330
230921_Smp_RC078_UKG1_500nM_B,RC078,13C-15N Glycine betaine,45.1882,UKG1,500nM,B,8382168
230921_Smp_RC078_UKG1_500nM_C,RC078,13C-15N Glycine betaine,45.1882,UKG1,500nM,C,8554121
230921_Smp_RC078_UKG1_1000nM_A,RC078,13C-15N Glycine betaine,45.1882,UKG1,1000nM,A,7815745
230921_Smp_RC078_UKG1_1000nM_B,RC078,13C-15N Glycine betaine,45.1882,UKG1,1000nM,B,10571736
230921_Smp_RC078_UKG1_1000nM_C,RC078,13C-15N Glycine betaine,45.1882,UKG1,1000nM,C,9026169
230921_Smp_RC078_UKG1_2000nM_A,RC078,13C-15N Glycine betaine,45.1882,UKG1,2000nM,A,11234447
230921_Smp_RC078_UKG1_2000nM_B,RC078,13C-15N Glycine betaine,45.1882,UKG1,2000nM,B,10119136
230921_Smp_RC078_UKG1_2000nM_C,RC078,13C-15N Glycine betaine,45.1882,UKG1,2000nM,C,11640681
230921_Smp_RC078_UKG1_5000nM_A,RC078,13C-15N Glycine betaine,45.1882,UKG1,5000nM,A,12577430
230921_Smp_RC104_UKG1_ 0nM_A,RC104,13C-15N Glycine betaine,45.1882,UKG1,0nM,A,106105
230921_Smp_RC104_UKG1_ 0nM_B,RC104,13C-15N Glycine betaine,45.1882,UKG1,0nM,B,85768
230921_Smp_RC104_UKG1_ 0nM_C,RC104,13C-15N Glycine betaine,45.1882,UKG1,0nM,C,88648
230921_Smp_RC104_UKG1_10nM_A,RC104,13C-15N Glycine betaine,45.1882,UKG1,10nM,A,545303
230921_Smp_RC104_UKG1_10nM_B,RC104,13C-15N Glycine betaine,45.1882,UKG1,10nM,B,514128
230921_Smp_RC104_UKG1_10nM_C,RC104,13C-15N Glycine betaine,45.1882,UKG1,10nM,C,599761
230921_Smp_RC104_UKG1_100nM_A,RC104,13C-15N Glycine betaine,45.1882,UKG1,100nM,A,1763430
230921_Smp_RC104_UKG1_100nM_B,RC104,13C-15N Glycine betaine,45.1882,UKG1,100nM,B,1295409
230921_Smp_RC104_UKG1_100nM_C,RC104,13C-15N Glycine betaine,45.1882,UKG1,100nM,C,1273410
230921_Smp_RC104_UKG1_250nM_A,RC104,13C-15N Glycine betaine,45.1882,UKG1,250nM,A,1715783
230921_Smp_RC104_UKG1_250nM_B,RC104,13C-15N Glycine betaine,45.1882,UKG1,250nM,B,1682608
230921_Smp_RC104_UKG1_250nM_Blk,RC104,13C-15N Glycine betaine,45.1882,UKG1,250nM,Blk,177840
230921_Smp_RC104_UKG1_250nM_C,RC104,13C-15N Glycine betaine,45.1882,UKG1,250nM,C,1781646
230921_Smp_RC104_UKG1_500nM_A,RC104,13C-15N Glycine betaine,45.1882,UKG1,500nM,A,1689983
230921_Smp_RC104_UKG1_500nM_B,RC104,13C-15N Glycine betaine,45.1882,UKG1,500nM,B,1311159
230921_Smp_RC104_UKG1_500nM_Blk,RC104,13C-15N Glycine betaine,45.1882,UKG1,500nM,Blk,382152
230921_Smp_RC104_UKG1_500nM_C,RC104,13C-15N Glycine betaine,45.1882,UKG1,500nM,C,2210539
230921_Smp_RC104_UKG1_1000nM_A,RC104,13C-15N Glycine betaine,45.1882,UKG1,1000nM,A,2191522
230921_Smp_RC104_UKG1_1000nM_B,RC104,13C-15N Glycine betaine,45.1882,UKG1,1000nM,B,2268831
230921_Smp_RC104_UKG1_1000nM_Blk,RC104,13C-15N Glycine betaine,45.1882,UKG1,1000nM,Blk,557829
230921_Smp_RC104_UKG1_1000nM_C,RC104,13C-15N Glycine betaine,45.1882,UKG1,1000nM,C,2325749
230921_Smp_RC104_UKG1_3000nM_A,RC104,13C-15N Glycine betaine,45.1882,UKG1,3000nM,A,3760226
230921_Smp_RC104_UKG1_3000nM_B,RC104,13C-15N Glycine betaine,45.1882,UKG1,3000nM,B,1889100
230921_Smp_RC104_UKG1_3000nM_Blk,RC104,13C-15N Glycine betaine,45.1882,UKG1,3000nM,Blk,1436693
230921_Smp_RC104_UKG1_3000nM_C,RC104,13C-15N Glycine betaine,45.1882,UKG1,3000nM,C,3906594
